rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
12690	PPEF2	protein phosphatase, EF-hand calcium binding domain 2	2326	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12691	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	3721	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12692	PPFIA2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	3898	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12693	PPFIA3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	3705	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12694	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	2170	227	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12695	PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	3172	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12696	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	2723	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12697	PPHLN1	periphilin 1	1632	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12698	PPIA	peptidylprolyl isomerase A (cyclophilin A)	516	197	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12699	PPIAL4E		497	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12700	PPIAL4G	peptidylprolyl isomerase A (cyclophilin A)-like 4G	497	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12701	PPIB	peptidylprolyl isomerase B (cyclophilin B)	667	560	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12702	PPID	peptidylprolyl isomerase D (cyclophilin D)	1149	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12703	PPIE	peptidylprolyl isomerase E (cyclophilin E)	1051	775	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12704	PPIF	peptidylprolyl isomerase F (cyclophilin F)	646	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12705	PPIG	peptidylprolyl isomerase G (cyclophilin G)	2313	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12706	PPIH	peptidylprolyl isomerase H (cyclophilin H)	572	832	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12707	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	513	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12708	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	1668	816	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12709	PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3	620	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12710	PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4	1529	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12711	PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5	1257	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12712	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6	1046	680	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12713	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1	4542	387	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12714	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	3783	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12715	PPM1A	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	1411	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12716	PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	1523	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12717	PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform	1838	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12718	PPM1E	protein phosphatase 1E (PP2C domain containing)	2292	90	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12719	PPM1F	protein phosphatase 1F (PP2C domain containing)	1393	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12720	PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	1677	266	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12721	PPM1H	protein phosphatase 1H (PP2C domain containing)	1581	223	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12722	PPM1J	protein phosphatase 1J (PP2C domain containing)	1556	456	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12723	PPM1K	protein phosphatase 1K (PP2C domain containing)	1143	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12724	PPM1L	protein phosphatase 1 (formerly 2C)-like	1097	889	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12725	PPM1M	protein phosphatase 1M (PP2C domain containing)	925	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12726	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)	1309	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12727	PPME1	protein phosphatase methylesterase 1	1215	620	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12728	PPOX	protoporphyrinogen oxidase	1484	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12729	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	1050	492	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12730	PPP1CB	protein phosphatase 1, catalytic subunit, beta isoform	1016	218	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12731	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	996	365	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12732	PPP1R10	protein phosphatase 1, regulatory (inhibitor) subunit 10	2895	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12733	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	389	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12734	PPP1R12A	protein phosphatase 1, regulatory (inhibitor) subunit 12A	3193	467	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12735	PPP1R12B	protein phosphatase 1, regulatory (inhibitor) subunit 12B	3270	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12736	PPP1R12C	protein phosphatase 1, regulatory (inhibitor) subunit 12C	2435	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12737	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	3337	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12738	PPP1R13L	protein phosphatase 1, regulatory (inhibitor) subunit 13 like	2535	344	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12739	PPP1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	458	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12740	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B	456	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12741	PPP1R14C	protein phosphatase 1, regulatory (inhibitor) subunit 14C	510	129	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12742	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	621	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12743	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	2035	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12744	PPP1R15B	protein phosphatase 1, regulatory (inhibitor) subunit 15B	2146	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12745	PPP1R16A	protein phosphatase 1, regulatory (inhibitor) subunit 16A	1623	156	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12746	PPP1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B	1743	321	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12747	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	540	180	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12748	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B (dopamine and cAMP regulated phosphoprotein, DARPP-32)	639	221	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12749	PPP1R1C	protein phosphatase 1, regulatory (inhibitor) subunit 1C	346	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12750	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	638	402	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12751	PPP1R3B	protein phosphatase 1, regulatory (inhibitor) subunit 3B	862	831	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12752	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	958	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12753	PPP1R3D	protein phosphatase 1, regulatory (inhibitor) subunit 3D	900	318	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12754	PPP1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	2414	234	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12755	PPP1R7	protein phosphatase 1, regulatory (inhibitor) subunit 7	1121	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12756	PPP1R8	protein phosphatase 1, regulatory (inhibitor) subunit 8	1082	493	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12757	PPP1R9B	protein phosphatase 1, regulatory (inhibitor) subunit 9B	2488	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12758	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	954	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12759	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	954	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12760	PPP2R1A	protein phosphatase 2 (formerly 2A), regulatory subunit A , alpha isoform	1826	281	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12761	PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	2089	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12762	PPP2R2A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform	1421	260	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12763	PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	1450	178	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12764	PPP2R2D	protein phosphatase 2, regulatory subunit B, delta isoform	1288	496	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12765	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha	3635	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12766	PPP2R3B	protein phosphatase 2 (formerly 2A), regulatory subunit B'', beta	1776	578	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12767	PPP2R3C	protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma	1410	556	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12768	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	1117	454	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12769	PPP2R5A	protein phosphatase 2, regulatory subunit B', alpha isoform	1509	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12770	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta isoform	1542	434	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12771	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma isoform	2018	213	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12772	PPP2R5D	protein phosphatase 2, regulatory subunit B', delta isoform	1871	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12773	PPP2R5E	protein phosphatase 2, regulatory subunit B', epsilon isoform	1456	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12774	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform	1618	562	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12775	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform	1630	828	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12776	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	1591	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12777	PPP3R1	protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform	533	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12778	PPP3R2	protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform	524	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12779	PPP4C	protein phosphatase 4 (formerly X), catalytic subunit	956	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12780	PPP4R1	protein phosphatase 4, regulatory subunit 1	2929	83	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12781	PPP4R2	protein phosphatase 4, regulatory subunit 2	1288	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12782	PPP4R4	protein phosphatase 4, regulatory subunit 4	2793	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12783	PPP5C	protein phosphatase 5, catalytic subunit	1550	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12784	PPP6C	protein phosphatase 6, catalytic subunit	1057	278	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12785	PPPDE1		601	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12786	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	5049	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12787	PPT1	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)	953	883	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12788	PPT2	palmitoyl-protein thioesterase 2	960	530	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12789	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	935	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12790	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	1983	119	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12791	PPY	pancreatic polypeptide	298	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12792	PPYR1	pancreatic polypeptide receptor 1	1132	953	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12793	PQBP1	polyglutamine binding protein 1	828	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12794	PQLC1	PQ loop repeat containing 1	836	194	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12795	PQLC2	PQ loop repeat containing 2	904	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12796	PQLC3	PQ loop repeat containing 3	633	294	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12797	PRAC	prostate cancer susceptibility candidate	180	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12798	PRAF2	PRA1 domain family, member 2	547	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12799	PRAM1	PML-RARA regulated adaptor molecule 1	2048	381	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12800	PRAME	preferentially expressed antigen in melanoma	1550	481	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12801	PRAMEF1	PRAME family member 1	1439	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12802	PRAMEF10	PRAME family member 10	1439	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12803	PRAMEF11	PRAME family member 11	1319	55	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12804	PRAMEF12	PRAME family member 12	1462	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12805	PRAMEF13	PRAME family member 13	1437	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12806	PRAMEF14	PRAME family member 14	2682	215	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12807	PRAMEF17	PRAME family member 17	1437	506	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12808	PRAMEF18	PRAME family member 18	2900	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12809	PRAMEF19	PRAME family member 19	2900	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12810	PRAMEF22	PRAME family member 22	2910	207	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12811	PRAMEF4	PRAME family member 4	1449	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12812	PRAMEF6	PRAME family member 6	2886	219	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12813	PRAMEF7	PRAME family member 7	2874	267	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12814	PRAMEF8	PRAME family member 8	4311	265	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12815	PRAP1	proline-rich acidic protein 1	474	159	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12816	PRB1	proline-rich protein BstNI subfamily 1	1010	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12817	PRB2	proline-rich protein BstNI subfamily 2	1265	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12818	PRB3	proline-rich protein BstNI subfamily 3	948	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12819	PRB4	proline-rich protein BstNI subfamily 4	758	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12820	PRC1	protein regulator of cytokinesis 1	1919	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12821	PRCC	papillary renal cell carcinoma (translocation-associated)	1500	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12822	PRCD	progressive rod-cone degeneration	178	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12823	PRCP	prolylcarboxypeptidase (angiotensinase C)	1590	293	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12824	PRDM1	PR domain containing 1, with ZNF domain	2513	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12825	PRDM10	PR domain containing 10	3597	161	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12826	PRDM11	PR domain containing 11	1564	788	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12827	PRDM12	PR domain containing 12	1122	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12828	PRDM13	PR domain containing 13	2136	241	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12829	PRDM14	PR domain containing 14	1744	243	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12830	PRDM15	PR domain containing 15	4648	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12831	PRDM2	PR domain containing 2, with ZNF domain	5257	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12832	PRDM4	PR domain containing 4	2446	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12833	PRDM5	PR domain containing 5	1953	811	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12834	PRDM7	PR domain containing 7	1519	818	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12835	PRDM8	PR domain containing 8	2082	343	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12836	PRDX1	peroxiredoxin 1	620	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12837	PRDX2	peroxiredoxin 2	787	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12838	PRDX3	peroxiredoxin 3	797	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12839	PRDX4	peroxiredoxin 4	844	263	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12840	PRDX5	peroxiredoxin 5	665	648	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12841	PRDX6	peroxiredoxin 6	693	962	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12842	PREB	prolactin regulatory element binding	1286	250	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12843	PRELID1	PRELI domain containing 1	676	811	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12844	PRELID2	PRELI domain containing 2	602	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12845	PRELP	proline/arginine-rich end leucine-rich repeat protein	1157	85	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12846	PREP	prolyl endopeptidase	2189	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12847	PREPL	prolyl endopeptidase-like	2241	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12848	PREX1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	5138	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12849	PREX2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	5208	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12850	PRF1	perforin 1 (pore forming protein)	1680	49	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12851	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)	689	163	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12852	PRG3	proteoglycan 3	700	164	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12853	PRG4	proteoglycan 4	4265	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12854	PRH1	proline-rich protein HaeIII subfamily 1	521	196	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12855	PRH2	proline-rich protein HaeIII subfamily 2	516	260	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12856	PRHOXNB	parahox cluster neighbor	526	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12857	PRIC285	helicase with zinc finger 2, transcriptional coactivator	8043	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12858	PRICKLE1	prickle homolog 1 (Drosophila)	2527	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12859	PRICKLE2	prickle homolog 2 (Drosophila)	2563	440	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12860	PRICKLE3	prickle homolog 3 (Drosophila)	1882	574	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12861	PRICKLE4	prickle homolog 4 (Drosophila)	1179	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12862	PRIM1	primase, DNA, polypeptide 1 (49kDa)	1313	313	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12863	PRIM2	primase, DNA, polypeptide 2 (58kDa)	1590	242	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12864	PRIMA1	proline rich membrane anchor 1	478	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12865	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit	1763	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12866	PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit	837	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12867	PRKAB2	protein kinase, AMP-activated, beta 2 non-catalytic subunit	847	437	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12868	PRKACA	protein kinase, cAMP-dependent, catalytic, alpha	1118	545	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12869	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	1294	769	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12870	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma	1058	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12871	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	1046	185	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12872	PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	1770	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12873	PRKAG3	protein kinase, AMP-activated, gamma 3 non-catalytic subunit	1520	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12874	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	1186	914	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12875	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta	1186	438	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12876	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	1255	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12877	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	1297	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12878	PRKCA	protein kinase C, alpha	2085	476	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12879	PRKCB	protein kinase C, beta	2241	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12880	PRKCD	protein kinase C, delta	2099	237	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12881	PRKCDBP	protein kinase C, delta binding protein	792	398	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12882	PRKCE	protein kinase C, epsilon	2270	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12883	PRKCH	protein kinase C, eta	2104	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12884	PRKCI	protein kinase C, iota	1859	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12885	PRKCQ	protein kinase C, theta	2189	234	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12886	PRKCSH	protein kinase C substrate 80K-H	1676	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12887	PRKCZ	protein kinase C, zeta	1847	594	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12888	PRKD1	protein kinase D1	2807	214	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12889	PRKD2	protein kinase D2	2705	227	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12890	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	12728	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12891	PRKG1	protein kinase, cGMP-dependent, type I	2397	215	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12892	PRKG2	protein kinase, cGMP-dependent, type II	2359	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12893	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	1000	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
12894	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)	577	430	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
